namn,kategori,gata,lat,lon,stadsdel,stadsdelsomrade
Johannisdalsparken,Lekplats,Sankt Mickelsgatan,59.2964066,17.957966,Mälarhöjden,Hägersten-Älvsjö
Pandaparken,Lekplats,Nybohovsgränd,59.3076543,18.0177308,Liljeholmen,Hägersten-Älvsjö
Schlytersparken,Lekplats,Schlytersvägen,59.3067827,18.0073509,Aspudden,Hägersten-Älvsjö
Parklek Sjörövarparken,Lekplats,Smaragdstigen,59.2814003,18.008867,Solberga,Hägersten-Älvsjö
Apelsinen,Lekplats,Apelsinstigen,59.2839465,18.0145002,Solberga,Hägersten-Älvsjö
Lekplats,Lekplats,Pilgrimsvägen,59.3051419,18.0026426,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Näbbskostigen,59.2883133,18.014647,Solberga,Hägersten-Älvsjö
Gunnars Pizzeria,Restaurang & Snabbmat,Herrängsvägen,59.2757484,17.9612266,Älvsjö,Hägersten-Älvsjö
Klämman,Lekplats,Sylvestergatan,59.2864615,18.0287083,Älvsjö,Hägersten-Älvsjö
Park Folkets Hus,Biograf,Götalandsvägen,59.2831582,18.0272566,Liseberg,Hägersten-Älvsjö
Eolshälls 4 H-gård,Kafé,Eolshällsvägen,59.3078856,17.9694819,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Ekensbergsvägen,59.3156447,17.9932308,Gröndal,Hägersten-Älvsjö
Lekplats,Lekplats,Gröndalsvägen,59.3153829,18.0092357,Gröndal,Hägersten-Älvsjö
Lekplats,Lekplats,Örnbacken,59.30927,17.9876444,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Selmedalsvägen,59.3049254,17.9733691,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Selmedalsvägen,59.3047878,17.9700238,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Selmedalsvägen,59.3048481,17.9711576,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Selmedalsvägen,59.3048825,17.9722869,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Gröndalsvägen,59.3165046,18.0116344,Gröndal,Hägersten-Älvsjö
Lekplats,Lekplats,Ekensbergsvägen,59.3161037,17.9924057,Gröndal,Hägersten-Älvsjö
Lekplats,Lekplats,Juvelerarvägen,59.2879036,17.9934344,Solberga,Hägersten-Älvsjö
Lekplats,Lekplats,Smyckegränd,59.2863928,17.9960799,Solberga,Hägersten-Älvsjö
Lekplats,Lekplats,Korpmossevägen,59.2947442,17.9896157,Västberga,Hägersten-Älvsjö
Lekplats,Lekplats,Fregattvägen,59.312684,18.0007917,Gröndal,Hägersten-Älvsjö
Lekplats,Lekplats,Hövdingagatan,59.3068798,17.9918246,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Botvidsgatan,59.3062938,17.9992611,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Hägerstensvägen,59.3054169,17.9914834,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Hägerstensvägen,59.3052971,17.9901362,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Hägerstensvägen,59.3053371,17.990788,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Örnsbergsvägen,59.3057595,17.9890531,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Mellanbergsvägen,59.2910102,17.9896217,Västberga,Hägersten-Älvsjö
Lekplats,Lekplats,Räfsestigen,59.2857402,17.9818039,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Karossvägen,59.2859727,17.981471,Älvsjö,Hägersten-Älvsjö
Daisy's express,Restaurang & Snabbmat,Elektravägen,59.2952544,18.0109716,Västberga,Hägersten-Älvsjö
Café Uddvillan,Kafé,Klubbensborgsvägen,59.3076706,17.9584891,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Skidskyttevägen,59.2910129,17.9712767,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Sigfridsvägen,59.3089453,18.0063838,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Örnbacken,59.3095221,17.9900789,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Ekensbergsvägen,59.3147349,17.9899842,Gröndal,Hägersten-Älvsjö
Båtparken,Lekplats,Sedelvägen,59.2952972,17.9817846,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,Lekplats,Dymlingsgränd,59.290627,17.9862774,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,Lekplats,Tomträttsvägen,59.2941919,17.9833147,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,Lekplats,Gröndalsvägen,59.3141693,17.9905113,Gröndal,Hägersten-Älvsjö
Gym/Utomhusgym,Gym/Utomhusgym,Älvsjöskogens elljusspår,59.2650237,17.9966321,Långsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Gösta Ekmans väg,59.3028637,17.9818054,Hägersten,Hägersten-Älvsjö
Långbro bakficka,Kafé,Stora Kvinns Väg,59.2818034,17.9715299,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Korpmossevägen,59.292797,17.9894293,Västberga,Hägersten-Älvsjö
Lekplats,Lekplats,Gösta Ekmans väg,59.3034228,17.9845761,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Piruettvägen,59.2935954,17.9785477,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,Lekplats,Hägerstensvägen,59.3056737,17.9940364,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Tordyvelvägen,59.276096,17.9845351,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Konvaljestigen,59.2758612,17.9704502,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Cedergrensvägen,59.3025709,18.0028615,Midsommarkransen,Hägersten-Älvsjö
Gym/Utomhusgym,Gym/Utomhusgym,Personnevägen,59.2912146,17.9814735,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,Lekplats,Dansbanevägen,59.2955151,18.0091991,Västberga,Hägersten-Älvsjö
Lekplats,Lekplats,Elektravägen,59.2952243,18.0088472,Västberga,Hägersten-Älvsjö
Lekplats,Lekplats,Elektravägen,59.2947361,18.0084906,Västberga,Hägersten-Älvsjö
Tågparken,Lekplats,Midsommarparken,59.3010938,18.0124815,Midsommarkransen,Hägersten-Älvsjö
Lekplats,Lekplats,Aspuddsstigen,59.3083414,17.9951682,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Aspuddsstigen,59.3086413,17.9958374,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Torsten Almsstigen,59.3085675,17.9942743,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Örnbacken,59.3093412,17.9885182,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Torsten Alms Gata,59.3091886,17.9862516,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Sigurd Rings Gata,59.3093829,17.9928607,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Hägerstensvägen,59.3040874,17.9826483,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Gösta Ekmans väg,59.3034249,17.9796788,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Terrängvägen,59.2940854,17.9693965,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Terrängvägen,59.2943289,17.9701766,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Terrängvägen,59.2939612,17.9700842,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Standarvägen,59.2765852,18.0036235,Liseberg,Hägersten-Älvsjö
Lekplats,Lekplats,Styrbjörnsvägen,59.3099007,18.0005078,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Nybodaringen,59.3048544,18.0256745,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Nybodaringen,59.304753,18.024029,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Trekantsstranden,59.3136884,18.0161082,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Hildebergsvägen,59.3028169,18.0283699,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Klensmedsvägen,59.2952499,17.9986178,Västberga,Hägersten-Älvsjö
Lekplats,Lekplats,Ellen Fries Gata,59.2882923,17.9716815,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Elsa Brändströms Gata,59.2879084,17.9774308,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Elsa Brändströms Gata,59.2879344,17.9734759,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Backvindeln,59.297713,17.946049,Mälarhöjden,Hägersten-Älvsjö
Lekplats,Lekplats,Backvindeln,59.2982176,17.9476918,Mälarhöjden,Hägersten-Älvsjö
Lekplats,Lekplats,Hildebergsvägen,59.3038312,18.0278501,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Sturehillsvägen,59.3035153,18.0318319,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Sjöviksbacken,59.3045217,18.0288372,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Nybohovsbacken,59.3072373,18.0149026,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Nybohovsbacken,59.3094402,18.0136908,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Sjöviksvägen,59.305502,18.0373301,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Terrängvägen,59.2920811,17.9634116,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Terrängvägen,59.2915282,17.9647205,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Terrängvägen,59.2923007,17.9646263,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Domargränd,59.2921334,17.9667836,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Vasaloppsvägen,59.2936644,17.9661966,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,,59.2935138,17.9633416,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Vasaloppsvägen,59.2927394,17.9624268,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Isgränd,59.291388,17.9680901,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Västertorpsvägen,59.2905198,17.9684915,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Klensmedsvägen,59.2951395,17.9995557,Västberga,Hägersten-Älvsjö
Lekplats,Lekplats,Sturehillsvägen,59.3026556,18.0308653,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Fregattvägen,59.3129195,18.0010809,Gröndal,Hägersten-Älvsjö
Lekplats,Lekplats,Nybodaringen,59.3049968,18.0255274,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Årsta Skolgränd,59.302216,18.031414,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Sjöviksbacken,59.3047207,18.0301015,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Sannadalsvägen,59.3146938,18.0132614,Gröndal,Hägersten-Älvsjö
Lekplats,Lekplats,Ljusstöparbacken,59.3141886,18.0107816,Gröndal,Hägersten-Älvsjö
Mastparken,Lekplats,Bryggvägen,59.3158526,17.9982854,Gröndal,Hägersten-Älvsjö
Sannadalsparkens utegym,Gym/Utomhusgym,Gröndalsvägen,59.3150089,18.0085257,Gröndal,Hägersten-Älvsjö
Lekplats,Lekplats,Gröndalsvägen,59.3150309,17.9861643,Gröndal,Hägersten-Älvsjö
Liljeholmens utegym,Gym/Utomhusgym,Liljeholmsgränd,59.3106174,18.0205876,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Gröndalsvägen,59.3152632,17.9894619,Gröndal,Hägersten-Älvsjö
Lekplats,Lekplats,Gröndalsvägen,59.3152142,17.9885647,Gröndal,Hägersten-Älvsjö
Lekplats,Lekplats,Svartlösavägen,59.2737193,17.9776202,Älvsjö,Hägersten-Älvsjö
Fågelparken,Lekplats,Aspuddsstigen,59.3080827,17.9841934,Aspudden,Hägersten-Älvsjö
Lekplats,Lekplats,Mästarbacken,59.2986681,17.9437829,Mälarhöjden,Hägersten-Älvsjö
Lekplats,Lekplats,Sturehillsvägen,59.3027555,18.0315241,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Sjövikstorget,59.307854,18.029127,Liljeholmen,Hägersten-Älvsjö
Blixtparken,Lekplats,Nybohovsbacken,59.309063,18.0179701,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Oktobergatan,59.3016053,18.0058844,Midsommarkransen,Hägersten-Älvsjö
Lekplats,Lekplats,Vattenledningsvägen,59.3006608,18.0050278,Midsommarkransen,Hägersten-Älvsjö
Lekplats,Lekplats,Tellusborgsvägen,59.3015448,18.0054177,Midsommarkransen,Hägersten-Älvsjö
Midsommarköket,Kafé,Tellusborgsvägen,59.3008355,18.004508,Midsommarkransen,Hägersten-Älvsjö
Lekplats,Lekplats,Sylvestergatan,59.2874314,18.0276342,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Mälsåkersvägen,59.2805162,18.0286972,Örby slott,Hägersten-Älvsjö
Lekplats,Lekplats,Rävsnäsvägen,59.2800356,18.0270507,Örby slott,Hägersten-Älvsjö
Lekplats,Lekplats,Vattenledningsvägen,59.3022227,18.0079737,Midsommarkransen,Hägersten-Älvsjö
Lekplats,Lekplats,Sjöviksvägen,59.305432,18.0365934,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Sjöviksvägen,59.3056007,18.0368085,Liljeholmen,Hägersten-Älvsjö
Utegym,Gym/Utomhusgym,Vinterviksvägen,59.3117506,18.0025198,Gröndal,Hägersten-Älvsjö
Lekplatsen Ada Nilsson,Lekplats,Ada Nilssons gata,59.2844051,17.9560886,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Ada Nilssons gata,59.2836804,17.9566138,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Liljeholmsgränd,59.3110246,18.0225364,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Cedergrensvägen,59.302719,18.002662,Midsommarkransen,Hägersten-Älvsjö
Lekplats,Lekplats,Cedergrensvägen,59.3028075,18.0027238,Midsommarkransen,Hägersten-Älvsjö
Lekplats,Lekplats,Cedergrensvägen,59.3028772,18.0028384,Midsommarkransen,Hägersten-Älvsjö
Lekplats,Lekplats,Selmedalsringen,59.3069467,17.9792219,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Katrinebergsbacken,59.3117019,18.0269593,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Katrinebergsbacken,59.3115473,18.0263545,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Glasbjörksvägen,59.278695,17.9801065,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Karin Boyes gata,59.2806896,17.9583986,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Stövelvägen,59.2867138,18.0079936,Solberga,Hägersten-Älvsjö
Lekplats,Lekplats,Herbariegränd,59.3032761,18.0168782,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Telefonvägen,59.2994264,18.001098,Midsommarkransen,Hägersten-Älvsjö
Lekplats,Lekplats,Personnevägen,59.2914217,17.9808894,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,Lekplats,Hultgränd,59.2824295,17.9751216,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Årstadalsinfarten,59.3076001,18.0259084,Liljeholmen,Hägersten-Älvsjö
Park,Park,DrottningholmsvägenRM,59.3334605,17.9268893,Nockeby,Bromma
Park,Park,Kvarnbacksvägen,59.3427661,17.9559892,Ulvsunda industriområde,Bromma
Park,Park,,59.3407042,17.9249706,Åkeshov,Bromma
Ängbybadet,Park,Blackebergsvägen,59.336897,17.8972893,Södra Ängby,Bromma
Park,Park,Ålstens Skogsväg,59.3164493,17.9623054,Smedslätten,Bromma
Park,Park,Gliavägen,59.3538062,17.9187436,Bromma kyrka,Bromma
Äppelvikstorget,Park,Äppelvikstorget,59.3269777,17.9729318,Äppelviken,Bromma
Park,Park,Gustavslundsvägen,59.3323798,17.9842168,Alvik,Bromma
Park,Park,Gustavslundsvägen,59.3330821,17.97897,Alvik,Bromma
Park,Park,Kvarnbacksvägen,59.3425869,17.9516641,Ulvsunda industriområde,Bromma
Park,Park,Judarskogen Reflexbana MTB,59.3345638,17.9114535,Nockebyhov,Bromma
Lillsjöparken,Park,Lillsjövägen,59.3390981,17.9553982,Ulvsunda,Bromma
Park,Park,Sedumbacken,59.3454129,17.9318411,Åkeshov,Bromma
Park,Park,Båtparken stig,59.339488,17.8968379,Södra Ängby,Bromma
Park,Park,Penselgränd,59.3402533,17.8927133,Södra Ängby,Bromma
Park,Park,Peringskiöldsvägen,59.3526739,17.9046918,Norra Ängby,Bromma
Park,Park,Krusbärsvägen,59.3599222,17.9072731,Eneby,Bromma
Park,Park,Carl Larssons Väg,59.3417149,17.8952327,Södra Ängby,Bromma
Park,Park,Runstensvägen,59.3503573,17.9007807,Norra Ängby,Bromma
Park,Park,Beckomberga Skogsväg,59.3553774,17.8950805,Beckomberga,Bromma
Park,Park,Bällstavägen,59.3518143,17.9000089,Norra Ängby,Bromma
Park,Park,Martebogatan,59.3537565,17.9032817,Eneby,Bromma
Annedalsparken,Park,Ronja Rövardotters Stig,59.3635539,17.947826,Mariehäll,Bromma
Park,Park,Beckombergavägen,59.3470696,17.908157,Norra Ängby,Bromma
Park,Park,"Åkeshovs eljusspår 1,5 km",59.3448054,17.9259921,Åkeshov,Bromma
Lönnebergaparken,Park,Dartanjangs Gata,59.362151,17.9444496,Mariehäll,Bromma
Grottparken,Park,Lövåsvägen,59.3379523,17.9614517,Ulvsunda,Bromma
Minnebergsparken,Park,Svartviksslingan,59.339463,17.990468,Traneberg,Bromma
Park,Park,Egilsvägen,59.3447461,17.9151972,Bromma,Bromma
Björklundshage,Park,Bällstavägen,59.349993,17.89839,Södra Ängby,Bromma
Ängbylunden,Park,Dybecksvägen,59.3451469,17.9016872,Norra Ängby,Bromma
Murlindan,Park,Spångavägen,59.35478,17.9156524,Bromma kyrka,Bromma
Park,Park,Enebyvägen,59.3592271,17.911103,Eneby,Bromma
Park,Park,Komministervägen,59.3583667,17.9118661,Eneby,Bromma
Västerledstorget,Park,Västerledstorget,59.3290712,17.9686651,Stora mossen,Bromma
Park,Park,Enebyvägen,59.3581027,17.9091962,Eneby,Bromma
Park,Park,Gamla Bromstensvägen,59.3657942,17.9315888,Bällsta,Bromma
Tranebergsparken,Park,Tranebergsvägen,59.3335481,17.9843235,Traneberg,Bromma
Lekparken,Park,Kinnekullevägen,59.3365791,17.9803498,Traneberg,Bromma
Einar Forseths park,Park,Virvelvindsvägen,59.3236095,17.9428736,Ålsten,Bromma
Smedslättstorget,Park,Smedslättstorget,59.320409,17.9640632,Smedslätten,Bromma
Flyttblockshöjden,Park,Flyttblocksvägen,59.3593494,17.950673,Mariehäll,Bromma
Snäckparken,Park,Snäckparken,59.3266117,17.9785442,Äppelviken,Bromma
Park,Park,Lindstigen,59.3424076,17.9620016,Ulvsunda industriområde,Bromma
Park,Park,Marklandsbacken,59.3356222,17.9399345,Åkeslund,Bromma
Kämpakumlet,Park,Aladdinsvägen,59.3218513,17.9687858,Smedslätten,Bromma
Halvmåneparken,Park,Follingbogatan,59.3577071,17.9022504,Beckomberga,Bromma
Park,Park,Höglandstorget,59.3233286,17.9400665,Höglandet,Bromma
Klockhusparken,Park,Styresman Sanders väg,59.3588395,17.9025004,Eneby,Bromma
Park,Park,Lindstigen,59.3429759,17.9642544,Ulvsunda industriområde,Bromma
Park,Park,Åkeshovsvägen,59.3386488,17.9268241,Åkeshov,Bromma
Björnparken,Park,Bällstavägen,59.3558071,17.9070582,Eneby,Bromma
Lillsjöplan,Park,Ulvsundavägen,59.3402689,17.9619556,Ulvsunda,Bromma
Grönviksskälet,Park,Nockebyvägen,59.3211299,17.9432112,Ålsten,Bromma
Pinden,Park,Grönviksvägen,59.3208146,17.9418852,Höglandet,Bromma
Mossdungstäppan,Park,Orrspelsvägen,59.3236109,17.9468782,Ålsten,Bromma
Park,Park,Örnbogatan,59.3239681,17.9501952,Ålsten,Bromma
Virvelbacken,Park,Virvelvindsvägen,59.3249715,17.9426252,Ålsten,Bromma
Park,Park,Örnbogatan,59.3255208,17.9509457,Ålsten,Bromma
Park,Park,Björkrisvägen,59.3230703,17.9498167,Ålsten,Bromma
Park,Park,Tjädervägen,59.3227169,17.9509424,Ålsten,Bromma
Myrmarksplan,Park,Myrmarksplan,59.3264455,17.9630549,Äppelviken,Bromma
Park,Park,Rånövägen,59.3350687,17.9233509,Bromma,Bromma
Park,Park,Ryssmurvägen,59.3356961,17.9232046,Åkeshov,Bromma
Park,Park,Grimstahamnsvägen,59.3323274,17.9217077,Bromma,Bromma
Ryssmurskogen,Park,Grimstahamnsvägen,59.3330765,17.9206928,Nockeby,Bromma
Brålunden,Park,Brålunden,59.3313026,17.9302492,Nockeby,Bromma
Park,Park,Rättviksvägen,59.3264209,17.9250329,Nockeby,Bromma
Thalialunden,Park,Thaliavägen,59.3245302,17.937914,Bromma,Bromma
Park,Park,Snorrevägen,59.3468962,17.9166929,Bromma,Bromma
Park,Park,Tranebergsvägen,59.3354692,17.9725899,Traneberg,Bromma
Park,Park,Spångavägen,59.3501327,17.9190416,Bromma kyrka,Bromma
Park,Park,Möjbrovägen,59.3464015,17.9214806,Bromma,Bromma
Park,Park,Beckombergavägen,59.3430292,17.9227112,Åkeshov,Bromma
Park,Park,Spångavägen,59.3444233,17.9300279,Bromma,Bromma
Park,Park,"Åkeshovs eljusspår 1,5 km",59.342865,17.9318415,Åkeshov,Bromma
Park,Park,Sedumbacken,59.3457407,17.9307303,Åkeshov,Bromma
Park,Park,Ottarsvägen,59.3450447,17.9082413,Norra Ängby,Bromma
Park,Park,Judarskogen Reflexbana MTB,59.3392493,17.9148798,Nockebyhov,Bromma
Park,Park,Knypplerskevägen,59.3385006,17.9313531,Åkeslund,Bromma
Park,Park,Nockebyvägen,59.3241574,17.9327178,Höglandet,Bromma
Park,Park,Kvarnbacksvägen,59.3409615,17.9480802,Bromma,Bromma
Park,Park,Galonvägen,59.3400139,17.9458649,Riksby,Bromma
Park,Park,Beckomberga Ängsväg,59.3556888,17.8997318,Beckomberga,Bromma
Park,Park,Ranhammarsvägen,59.3497157,17.9612499,Ulvsunda industriområde,Bromma
Park,Park,Klas Klättermus Gata,59.3638505,17.9523754,Mariehäll,Bromma
Park,Park,Blackebergsvägen,59.3367464,17.8964246,Södra Ängby,Bromma
Runstensplan,Park,Långskeppsgatan,59.3516276,17.9005259,Norra Ängby,Bromma
Park,Park,Blackebergsvägen,59.3368406,17.8988942,Södra Ängby,Bromma
Ängby Kyrkpark,Park,Holbergsgatan,59.3460482,17.892047,Blackeberg,Bromma
Sol och Måne,Park,Bällstavägen,59.360617,17.957544,Mariehäll,Bromma
Alléparken,Park,Äppelviksvägen,59.3296127,17.9753725,Äppelviken,Bromma
Fjärilskroken,Park,Alviksvägen,59.3276096,17.9744994,Äppelviken,Bromma
Park,Park,Judarskogen Reflexbana MTB,59.3401815,17.9094578,Nockebyhov,Bromma
Ålstensskogen,Park,Per Albins väg,59.3169307,17.9543087,Ålsten,Bromma
Park,Park,Olovslundsvägen,59.3297657,17.9401544,Olovslund,Bromma
Karsvikshage,Park,Tacitusvägen,59.3447673,17.9106586,Norra Ängby,Bromma
Tranebergsängen,Park,Tranebergsvägen,59.3349547,17.988587,Traneberg,Bromma
Mamma Muparken,Park,Ronja Rövardotters Stig,59.36629,17.9494326,Mariehäll,Bromma
Ryssmurängen,Park,Åkeshovs allé,59.3376983,17.9227457,Åkeshov,Bromma
Bergtorpskärret,Park,Långbrodalsvägen,59.2717146,17.9851412,Långsjö,Hägersten-Älvsjö
Vivelparken,Park,Vallvägen,59.278208,17.9899785,Älvsjö,Hägersten-Älvsjö
Årstafältet,Park,Gamla Göta landsväg,59.2914832,18.0459653,Östberga,Hägersten-Älvsjö
Stamparken,Park,Stamgatan,59.2843789,18.04011,Östberga,Hägersten-Älvsjö
Park,Park,Gimmerstavägen,59.2818615,18.0364913,Östberga,Hägersten-Älvsjö
Örby slottspark,Park,Reuterholmsvägen,59.2813592,18.0299881,Örby slott,Hägersten-Älvsjö
Aspöparken,Park,Västermovägen,59.2759329,18.0362143,Älvsjö,Hägersten-Älvsjö
Turingeparken,Park,Gamla Magelungsvägen,59.2679418,18.0224985,Älvsjö,Hägersten-Älvsjö
Ringdanskroken,Park,Staffan Stallares väg,59.2840304,18.0247324,Älvsjö,Hägersten-Älvsjö
Park,Park,Vibyholmsvägen,59.280304,18.0323359,Örby slott,Hägersten-Älvsjö
Örby Slottsplan,Park,Gripsholmsvägen,59.2823547,18.0311456,Örby slott,Hägersten-Älvsjö
Park,Park,Örby Slottsväg,59.281843,18.0319655,Örby slott,Hägersten-Älvsjö
Långbrogårdsparken,Park,Långbrovägen,59.279962,17.9911334,Älvsjö,Hägersten-Älvsjö
Blåklockan,Park,Gamla Huddingevägen,59.2739233,18.0240543,Älvsjö,Hägersten-Älvsjö
Viktoriaparken,Park,Viktoriavägen,59.2798577,17.9978112,Långsjö,Hägersten-Älvsjö
Viktoriaparken,Park,Viktoriavägen,59.2790581,17.9951597,Långsjö,Hägersten-Älvsjö
Pälsängen,Park,Krattvägen,59.2855596,17.987381,Älvsjö,Hägersten-Älvsjö
Park,Park,Karossvägen,59.2862325,17.9812798,Älvsjö,Hägersten-Älvsjö
Lerkrogsparken,Park,Spikskogatan,59.2797047,18.0074551,Älvsjö,Hägersten-Älvsjö
Standarkullen,Park,Standarvägen,59.2766379,18.0038433,Liseberg,Hägersten-Älvsjö
Park,Park,Stambanevägen,59.2620931,17.9831865,Snättringe,Hägersten-Älvsjö
Park,Park,Konvaljestigen,59.275497,17.9710674,Älvsjö,Hägersten-Älvsjö
Park,Park,Eldsbergagränd,59.287686,18.0348478,Östberga,Hägersten-Älvsjö
Park,Park,Östbergabackarna,59.289962,18.0283924,Östberga,Hägersten-Älvsjö
Park,Park,Spannarpsgränd,59.2895277,18.0278001,Östberga,Hägersten-Älvsjö
Kabelverksparken,Park,Luftkabelgatan,59.2818035,17.9998876,Liseberg,Hägersten-Älvsjö
Medaljongparken,Park,Kabelverksgatan,59.2832397,18.0011766,Älvsjö,Hägersten-Älvsjö
Långbroparken,Park,Stora Kvinns Väg,59.2809249,17.9732464,Älvsjö,Hägersten-Älvsjö
